Geneid,bphP_light_mean_rpm,wt_dark_mean_rpm,pvals,log2_FC,-log10_pval
PA14_55230,2.8442656217943068,4.0083882469590035,0.07941369733975903,-0.4949659020871796,1.1001045836430792
PA14_55240,15.349067365223156,16.368948187404392,0.5115781907935901,-0.09281061853419917,0.29108797830575467
PA14_55250,3.4979582580152786,5.267591493228786,0.009235046668680386,-0.5906302547806815,2.0345609055405607
PA14_55260,0.948894656073079,1.023917131482628,0.7898546179522408,-0.10977900972583451,0.10245283836963032
PA14_55280,3.656607492593603,4.238169550915306,0.311066534033769,-0.21293547711845465,0.5071467097728762
PA14_55290,2.5249904353644346,2.5865607536565958,0.6708572452492731,-0.034757141600437545,0.173369885488852
PA14_55300,1.1936599638289802,1.4411901098744877,0.38197698169740496,-0.2718685308565545,0.4179628073055683
PA14_55320,1.892881220747168,1.3618323149825649,0.22596523430399704,0.4750345124608897,0.6459583737347299
PA14_55330,0.5826744869235656,0.6058930544074105,0.7652284989588446,-0.056372929992813105,0.11620886416736363
PA14_55340,0.5832490914156896,0.5840157615493221,0.9943162395990155,-0.001895147359017466,0.002475467443722287
PA14_55360,2.2226679403534937,2.8506394741076826,0.07139209074001952,-0.35899301615381957,1.14634989940353
PA14_55380,1.4598382135468206,1.409436350330888,0.8958032982798882,0.050690128078570436,0.0477873428490021
PA14_55390,0.4704126739285055,0.2691352531526436,0.46193774095542234,0.8055932445708984,0.335416553841151
PA14_55400,34.654274980278,46.1737540181614,0.04433944415441608,-0.41403968527892326,1.3532097555648548
PA14_55410,2.158015360323189,2.9224982815309812,0.17482936583342668,-0.43749686676915633,0.757385617764161
PA14_55430,0.6018166934605145,1.3775246735591022,0.017341540254955993,-1.1946807709525582,1.7609123316279338
PA14_55440,4.691773054442103,5.814820635552578,0.10959224171153593,-0.30960140061486385,0.9602201894750922
PA14_55450,2.4345166103263405,2.545505941584153,0.8593163127436678,-0.06431706314173621,0.06584694374422154
PA14_55460,0.07200910809395593,0.2337804103105238,0.20121966236392202,-1.6988887895410554,0.6963295840588125
PA14_55470,1.3951120212256438,1.6789696265392322,0.41859761372404675,-0.2671949868097947,0.37820325174848546
PA14_55480,0.7093312654042214,0.5956055507638903,0.4019438608682389,0.25210194905609223,0.3958346001933744
PA14_55490,1.1195808826552442,1.869783790988224,0.05867097281958743,-0.739912178503397,1.2315767107153874
PA14_55500,0.454314355912139,0.636705310264377,0.3114081840176938,-0.48693398730050796,0.5066699780652028
PA14_55510,5.640758366161801,6.443495799582776,0.4251450072624679,-0.1919544388425707,0.37146291674288623
PA14_55520,0.7324160733453748,0.9888574029378144,0.1919734667402285,-0.4330985273581065,0.7167587923620821
PA14_55530,2.3640415789695015,3.5542079732847145,0.060711662187212766,-0.5882724870177176,1.2167278766830985
PA14_55540,2.7467002079889973,4.397784095568949,0.23910138016780985,-0.6790771256789465,0.6214179169936608
PA14_55550,0.9924196943834818,1.850988328066702,0.04253955469157199,-0.8992728487046135,1.3712070606487403
PA14_55560,3.479724586119794,4.485609101457673,0.25895423845267335,-0.3663306847358001,0.5867769762408214
PA14_55570,9.073434074567638,13.637990941736783,0.008026103713203695,-0.5879104939299588,2.095495232618496
PA14_55580,9.26863326955573,24.720251146663525,0.12904902103826357,-1.415264779247913,0.889245285651633
PA14_55590,3.1150894313109263,3.862435795397765,0.4620848885307736,-0.3102372790943935,0.3352782338942115
PA14_55600,4.445171612769497,5.939900012668908,0.2747573773065677,-0.4181994462966335,0.5610506378288752
PA14_55610,10.914672805299228,12.386070804377086,0.40960355938772075,-0.18244969991310686,0.3876362780680421
PA14_55620,1.9198396392396215,2.954546601122535,0.5188380066144541,-0.621950679172895,0.28496821790338467
PA14_55631,2069.9235365085965,1885.8798300535018,0.7837902064269724,0.13433972600028093,0.10580016739695253
PA14_55634,30.565172025908094,23.159327219336646,0.2988709624188617,0.4002953281581719,0.5245162779144054
PA14_55635,85.52101627350048,81.8260067609269,0.8980958086606756,0.063719548562751,0.046677330422737494
PA14_55637,900.4081587989175,567.2144610540173,0.7033201593379343,0.6666848141290079,0.15284693418086578
PA14_55640,30.459711114912825,28.950388202868577,0.7648912975991111,0.07331956284319133,0.11640028014998495
PA14_55650,84.3926353339263,82.42061944443186,0.8218260538428597,0.03411179834240192,0.08522009468667174
PA14_55660,125.3989182192098,141.7994897951413,0.2733790989767271,-0.1773274378522096,0.5632346922044088
PA14_55670,193.2881659222666,193.11064337370644,0.9930958527760771,0.0013256299500807429,0.003008831743596668
PA14_55690,201.33866674897612,187.35612493617464,0.5573372776127328,0.10384112328663121,0.2538819081010245
PA14_55710,74.71428073097378,75.07044873257594,0.9707951044922668,-0.0068610835435160104,0.012872422386822421
PA14_55720,2.140981835015481,2.3562849778566712,0.6409789643973441,-0.13824141730717238,0.19315622289313547
PA14_55730,7.167862444713759,10.752187029790255,0.0660011554991707,-0.5850152143529527,1.1804484610866033
PA14_55740,23.567832655990845,31.03532967291193,0.132054284783427,-0.39709236458281694,0.879247502616024
PA14_55750,92.72284971442055,71.67951545397341,0.17697235080548301,0.3713640167962665,0.7520945801386609
PA14_55760,19.09589760787232,21.40493388488331,0.28306462692731077,-0.16468063534566796,0.5481143987031099
