Geneid,wt_light_mean_rpm,wt_dark_mean_rpm,pvals,log2_FC,-log10_pval
PA14_25230,253.2260731329343,301.9090872961363,0.02621278401263778,-0.25368822304275185,1.5814868509680624
PA14_25250,1047.4719207310911,827.4727975684709,0.018974956289717713,0.34012777967968777,1.7218192158623247
PA14_25270,149.23464498980744,89.78455958261463,0.022676411227918254,0.7330432228362078,1.6444256758477493
PA14_25280,324.93069886913145,309.63389894655114,0.3027581281364858,0.06956862568235088,0.5189041885401916
PA14_25305,247.64194183916717,218.60999656909578,0.014359330357363125,0.17989630240298524,1.8428658128014574
PA14_25320,81.44637867685672,95.28115022755027,0.09908735068398918,-0.22634027272619722,1.0039817832420252
PA14_25330,85.98967935007953,96.27485119366544,0.15952694663638767,-0.1629954712144661,0.7971659471708065
PA14_25340,141.02529406464896,152.68764339725217,0.07522333026994789,-0.11462936737967677,1.12364744350275
PA14_25350,273.60068229201147,276.6210846972622,0.8768741775469585,-0.015839298215331244,0.057062718968388874
PA14_25360,152.4032271299403,157.02746252354135,0.7400108135119137,-0.04312344160925169,0.13076193403356212
PA14_25370,67.88772532405704,62.69307075629552,0.15798464815547572,0.11484474893921785,0.8013851126993143
PA14_25390,414.40192676941007,350.9903609632856,0.0007429939060479622,0.23959929903477306,3.12901474825907
PA14_25400,113.97698118073426,130.23687009367484,0.010601335593054722,-0.19239544533759517,1.9746394173621704
PA14_25410,6.050081622094417,9.27303750593155,0.009015721278001288,-0.6160873006578141,2.044999523015311
PA14_25420,20.27585982187716,26.182125732824193,0.0459868319153749,-0.3688191236950314,1.337366508431242
PA14_25430,106.79836357759923,104.23806921981746,0.8886264881755329,0.035007274581193494,0.05128074545366998
PA14_25440,113.58591419520106,116.1943109307668,0.7503403065433283,-0.032755496279743654,0.1247417236295604
PA14_25450,121.50598840761107,95.02908276373917,0.1195654889999784,0.35458640581818296,0.9223941556293916
PA14_25470,15.713191118107494,23.098782748626107,0.004268796752875351,-0.5558405969356105,2.369694522452088
PA14_25480,32.5497559111125,28.1370807180228,0.05717067556720299,0.21017406408356104,1.2428266758393407
PA14_25490,64.30958952215393,44.23458340943147,0.020243707776454848,0.5398591345352101,1.6937099404794886
PA14_25500,47.04287306747653,37.859276159276455,0.04859916144266422,0.31332933758036435,1.3133712242349405
PA14_25510,46.10985721541456,39.23875315269342,0.15317297670904975,0.23279599343891372,0.8148178476364422
PA14_25520,32.552919350765194,20.649072197298867,0.003371985488993056,0.6567099445669817,2.4721143029867387
PA14_25530,106.30180070268536,98.2080791878397,0.2824078807421964,0.11425241521398564,0.5491231882325053
PA14_25540,38.093261308236634,34.83345161032042,0.35608182563801544,0.12906236905163226,0.4484501920840951
PA14_25550,163.76656050690178,100.86809121056808,0.011585361023962838,0.6991709357012559,1.9360904281431548
PA14_25560,1028.1040289050663,1015.4291345062362,0.8901414429178454,0.017896691961796937,0.05054097875054757
PA14_25580,102.89263514334901,80.5200567119764,0.083087714945336,0.35371962318172606,1.080463184710024
PA14_25590,83.3272719940824,66.06082947913136,0.10030371428714416,0.3349936600753415,0.9986829845813389
PA14_25600,410.9947871305305,263.72976902312917,0.02113949416884753,0.640059666096799,1.6749054088122513
