Geneid,dimA_light_mean_rpm,bphP_light_mean_rpm,pvals,log2_FC,-log10_pval
PA14_60500,267.9735724539859,337.9175343386489,0.3044063145609766,-0.3345804825896038,0.5165463428655127
PA14_60520,35.31566493016269,21.67457026524065,0.20050409879967948,0.7043048406439303,0.697876744899717
PA14_60530,14.0380601317027,13.136716020986986,0.5402310674459408,0.09573891160678681,0.2674204441538021
PA14_60540,38.6836700411308,26.738439628774,0.012894771101756877,0.5328093784024279,1.8895863627254403
PA14_60550,543.5897077115505,500.15976568973275,0.15823980687336578,0.12012913262478674,0.8006842557891275
PA14_60560,312.7432192665097,232.7981583704533,0.37171306240303337,0.42589895779683495,0.4297921770536415
PA14_60570,1129.214874977051,1212.7627884583856,0.6732989962429021,-0.10297735415257736,0.17179203297969117
PA14_60580,249.40396545493982,226.32352152218962,0.5867310512269905,0.140097873229925,0.2315609272605856
PA14_60590,31.54956129534615,28.52549099499541,0.663321402080944,0.14536821961491114,0.17827598995368898
PA14_60600,52.742688375147985,33.11427227161897,0.013141364528705932,0.671517937272867,1.881359537628617
PA14_60620,40.381104143375495,11.647673112430857,0.05947200089147227,1.7936384850107332,1.22568744973837
PA14_60630,440.3945449783282,6.586671096923781,0.04826590419666293,6.063103028941834,1.3163595534758843
PA14_60650,641.8077768237436,17.361629900132147,0.06881360806869356,5.208166879284072,1.162325670416312
PA14_60660,248.8270505932202,12.0513983298544,0.08218856718213989,4.36787074391758,1.0851885906720578
PA14_60670,127.7360102116262,11.175610429780564,0.09055469426658519,3.5147396177620363,1.0430890313661385
PA14_60690,25.09735219108698,0.8101280907276269,0.09908103285867832,4.953239339983192,1.0040094748103976
PA14_60700,1121.195473438802,1133.233619872113,0.9676414107569109,-0.015407483219570533,0.014285554036506875
PA14_60710,139.8831483870903,113.1420828506868,0.02418517094894946,0.3060865346867605,1.6164508385247278
PA14_60730,223.9946878637817,244.2818038508668,0.6761553657298044,-0.12508188449772495,0.16995350120857625
PA14_60750,796.3775802652276,843.7063401130026,0.6226867105956865,-0.08328833599921426,0.2057304029096401
PA14_60760,58.12027124747804,51.9175290016716,0.29832683355333905,0.16281971227884556,0.5253076814685634
PA14_60770,62.16933055611772,59.041083240757814,0.11595337510127136,0.07448385138999086,0.9357166056588082
PA14_60780,36.26108961166856,32.648459614160075,0.47907555152153697,0.15140734666651207,0.31959599175970244
PA14_60790,40.17247835653813,35.5283480295914,0.44548972183661234,0.17723685388458754,0.35116231138274256
PA14_60800,1017.1182487502014,1170.6040478828145,0.08198696391174454,-0.20276575767260338,1.086255195802454
PA14_60810,37.70048986201065,22.41630711890237,0.026883538672675653,0.7500346123489654,1.5705135657943332
PA14_60820,28.566991752809656,11.263349021600135,0.09528628551060568,1.3427131727594552,1.0209696025691881
PA14_60830,93.25401779101306,40.864132529602635,0.08695789343066375,1.190330752427818,1.060690989649911
PA14_60850,65.58972304647087,45.02424312488122,0.26196182841459825,0.5427677476417493,0.5817619869880846
PA14_60860,38.930805432301,40.98949691856413,0.6250900260803153,-0.074342088486358,0.2040574306330141
PA14_60870,214.2710068536468,162.4743657510196,0.0203906797148332,0.39922453260195145,1.6905682969545157
PA14_60890,492.4566693220243,659.0683682572552,0.07826584464178114,-0.4204313405480126,1.1064277235079683
PA14_60900,88.97940360020539,70.7674240774383,0.3869554967138532,0.3303860174410143,0.412338979794979
PA14_60920,201.41043096071792,193.43278073249385,0.48559196629502804,0.058306094834061545,0.3137285069052033
PA14_60930,97.43824629310149,99.74914762303369,0.8255365804111586,-0.03381634521241593,0.08326367792059515
PA14_60950,793.7470422629117,835.1621782624039,0.733720902135236,-0.07337706751619397,0.1344691086304326
PA14_60960,2190.7099523442425,2551.8150116307697,0.030161471269863915,-0.2201252620053973,1.5205474774972647
