Geneid,bphP_light_mean_rpm,wt_light_mean_rpm,pvals,log2_FC,-log10_pval
PA14_03010,42.240710844522,39.07587029629599,0.1601196704122605,0.11235610476812914,0.795555312510749
PA14_03020,0.6784846007009467,0.9122557923581759,0.3688841676435206,-0.427121707659339,0.4331099841134186
PA14_03030,1.9645479732457662,1.894311986029014,0.8259897144310506,0.05252340997231367,0.08302536066224502
PA14_03040,39.55308317920683,42.35381298086097,0.705978214904352,-0.09870169617935708,0.1512087002127888
PA14_03050,14.403652016608861,12.173959942631441,0.21966306641752098,0.24263610545968836,0.6582429580975071
PA14_03070,23.295305924955173,23.217921656226054,0.9495279364038354,0.004800440821973289,0.022492253204426542
PA14_03080,19.870149379181417,16.921689773028913,0.17150543690707734,0.23172906303847648,0.7657221078001301
PA14_03090,90.51504538766703,89.63975756023181,0.9739557989930343,0.01401886941011867,0.011460752247672642
PA14_03100,3.1759576601247264,2.252370301487638,0.08352094242837807,0.49574743167995305,1.0782046138492962
PA14_03110,1.829646593005597,1.3015826039434808,0.44731185148862307,0.49129776819776794,0.34938959508035977
PA14_03120,12.934121158774062,10.47392408528023,0.08903203831088484,0.30437994636595506,1.0504536837165637
PA14_03130,35.74376767107251,38.193412164064625,0.3783682482688488,-0.09563209810769054,0.4220853156640301
PA14_03150,64.68242401189156,61.66538278183132,0.6081166294213702,0.06891291637555735,0.21601312030515332
PA14_03160,108.58790927325833,81.2101174103022,0.2692768977214114,0.41913209079504055,0.5698009047484999
PA14_03163,196.98394870172328,193.93513067327274,0.8817156793722265,0.022503909586458995,0.054671436167811595
PA14_03166,35.77407207836789,36.37510805403231,0.9100579621251172,-0.024037186597955004,0.04093094632786138
PA14_03170,62.427478730924804,55.30462637588018,0.6870214092146874,0.17478102647828928,0.163029729084661
PA14_03180,134.53293570571924,111.08783128268048,0.5599385866632195,0.2762586165365349,0.25185960323642786
PA14_03190,385.5145529106412,251.17068661428073,0.010221844584235272,0.6181172182209526,1.990470726464536
PA14_03200,423.7073408478597,243.6068419034187,0.013979286579912572,0.7985134679973793,1.8545149918459292
PA14_03210,64.31315206604536,32.68769823684831,0.008218751449848282,0.9763659837748434,2.0851941532173965
PA14_03220,469.4214606153849,258.5424955326372,0.0007014999065439889,0.8604823667122791,3.1539723824936865
PA14_03240,659.7842802498766,312.57566112209014,0.022047064249552616,1.0777889559986438,1.656649232277907
PA14_03250,74.22862722980865,72.58651310302254,0.9158431485607237,0.03227417368759183,0.038178899200565
PA14_03265,55.00641481412361,54.652537370603795,0.9767498317588081,0.00931139654759523,0.010216654908632297
PA14_03270,275.8357981395483,271.73919586101823,0.935220177196902,0.021587026801083743,0.02908613192454632
PA14_03285,53.86562291259699,52.9820129204474,0.9062976992392091,0.023862180537822852,0.04272912252165932
PA14_03290,105.6809421861246,118.55356148199161,0.548238918389449,-0.1658237680091116,0.26103013800146946
PA14_03300,106.2320518755301,132.76957954680196,0.42952783616858575,-0.3217055124839214,0.3670086858427969
PA14_03310,17.14305327536296,17.74939258191381,0.505266760003673,-0.05014556584371731,0.29647927176339606
PA14_03320,117.70318632756151,135.82426838144468,0.4188036388422637,-0.20658789814636563,0.37798955353987596
